,playerName,team,rating,region,agent,playerCategory,playerStatistics.average_combat_score,playerStatistics.kill_deaths,playerStatistics.kill_assists_survived_traded,playerStatistics.average_damage_per_round,playerStatistics.kills_per_round,playerStatistics.assists_per_round,playerStatistics.first_kills_per_round,playerStatistics.first_deaths_per_round,playerStatistics.headshot_percentage,playerStatistics.clutch_success_percentage
1658,Ichisolo,CW,0.93,Pacific,"['cypher', 'killjoy']",vct-challengers,178.3,0.83,68%,124.2,0.59,0.25,0.06,0.07,26%,17%
1659,Antidote,MOGO,0.92,Pacific,"['kayo', 'omen', 'skye']",vct-challengers,167.1,0.91,69%,112.7,0.61,0.28,0.06,0.10,28%,21%
1660,Hyuse,2K,0.92,Pacific,"['raze', 'sova', 'jett']",vct-challengers,213.6,0.88,63%,148.0,0.73,0.20,0.11,0.15,24%,18%
1661,Unhappy,ROA,0.92,Pacific,"['killjoy', 'cypher']",vct-challengers,185.3,0.92,67%,126.3,0.67,0.14,0.08,0.04,29%,11%
1662,kongared,SG,0.92,Pacific,"['skye', 'kayo', 'fade']",vct-challengers,187.7,0.88,70%,122.0,0.66,0.32,0.07,0.10,27%,13%
1663,luna,DOMS,0.92,Pacific,"['raze', 'killjoy']",vct-challengers,207.0,0.79,64%,146.7,0.65,0.24,0.08,0.15,14%,9%
1664,Impecunity,NXGA,0.92,Pacific,"['jett', 'cypher', 'phoenix']",vct-challengers,188.5,0.95,66%,127.0,0.68,0.15,0.11,0.11,25%,10%
1665,Ayni,35,0.92,Pacific,"['gekko', 'jett']",vct-challengers,232.0,0.81,60%,139.1,0.71,0.20,0.09,0.20,19%,
1666,heyNF,Bin,0.92,Pacific,"['breach', 'skye', 'killjoy']",vct-challengers,174.3,0.80,71%,112.8,0.61,0.46,0.06,0.08,28%,21%
1667,Promtubtim,20,0.92,Pacific,['raze'],vct-challengers,205.0,0.72,75%,129.1,0.65,0.10,0.20,0.10,32%,
1668,Sanliujiujiujiu,189,0.92,Pacific,"['sova', 'gekko']",vct-challengers,161.6,0.83,69%,109.4,0.56,0.31,0.04,0.06,21%,16%
1669,Pr0digy,RLF,0.92,Pacific,"['reyna', 'brimstone', 'phoenix']",vct-challengers,191.6,0.86,69%,128.3,0.67,0.28,0.10,0.12,31%,20%
1670,Mast3r,AR,0.92,Pacific,"['viper', 'brimstone', 'cypher']",vct-challengers,181.1,0.82,67%,120.8,0.64,0.23,0.04,0.07,29%,20%
1671,LBY,RGE,0.91,Pacific,"['sova', 'gekko', 'kayo']",vct-challengers,178.7,0.85,69%,119.7,0.61,0.31,0.04,0.06,35%,14%
1672,Hakka,NXGA,0.91,Pacific,"['viper', 'omen']",vct-challengers,159.4,0.85,71%,109.6,0.56,0.32,0.08,0.06,33%,18%
1673,Lavish,38,0.91,Pacific,"['killjoy', 'chamber']",vct-challengers,204.5,1.00,76%,130.6,0.71,0.13,0.18,0.00,20%,
1674,Yort,MLT,0.91,Pacific,"['skye', 'gekko', 'viper']",vct-challengers,180.0,0.81,64%,126.7,0.59,0.36,0.07,0.10,22%,9%
1675,reN,HB,0.91,Pacific,"['sova', 'kayo', 'killjoy']",vct-challengers,189.0,0.82,66%,119.6,0.66,0.33,0.08,0.09,30%,10%
1676,kye,HB,0.91,Pacific,"['skye', 'viper', 'gekko']",vct-challengers,198.0,0.88,64%,127.5,0.70,0.26,0.09,0.17,27%,
1677,Akane,33,0.91,Pacific,['viper'],vct-challengers,238.0,0.90,67%,164.9,0.82,0.21,0.09,0.09,28%,
1678,YasH,AST,0.91,Pacific,"['neon', 'jett', 'raze']",vct-challengers,226.0,0.94,67%,145.5,0.77,0.18,0.19,0.26,30%,25%
1679,rave,calm,0.91,Pacific,['skye'],vct-challengers,188.0,0.76,65%,127.7,0.63,0.33,0.10,0.10,31%,13%
1680,damaraa,LCR,0.91,Pacific,"['raze', 'cypher', 'jett']",vct-challengers,211.7,0.92,69%,139.9,0.72,0.20,0.14,0.19,22%,13%
1681,markL,U5,0.91,Pacific,"['viper', 'astra', 'cypher']",vct-challengers,185.1,0.92,68%,120.2,0.67,0.22,0.08,0.11,22%,18%
1682,trinxty,OGS,0.90,Pacific,"['raze', 'jett', 'reyna']",vct-challengers,223.7,0.95,67%,142.5,0.77,0.16,0.19,0.19,27%,2%
1683,Shadow,68,0.90,Pacific,"['brimstone', 'omen']",vct-challengers,198.5,0.81,60%,127.9,0.68,0.24,0.04,0.21,37%,8%
1684,KRX,SPE,0.90,Pacific,"['reyna', 'neon', 'jett']",vct-challengers,200.5,0.90,67%,136.6,0.69,0.21,0.16,0.22,29%,8%
1685,vers4ce,2K,0.90,Pacific,"['cypher', 'gekko']",vct-challengers,199.5,0.81,64%,130.3,0.69,0.14,0.06,0.14,24%,20%
1686,Haeart,PDF,0.90,Pacific,"['raze', 'neon', 'killjoy']",vct-challengers,196.1,0.92,68%,132.7,0.73,0.16,0.13,0.15,27%,6%
1687,Pixelzz,T69,0.90,Pacific,"['brimstone', 'omen']",vct-challengers,175.2,0.84,70%,120.8,0.64,0.36,0.10,0.07,33%,23%
1688,Edw4rd,0Zer,0.90,Pacific,"['viper', 'omen', 'astra']",vct-challengers,188.8,0.82,70%,121.4,0.64,0.28,0.08,0.07,33%,12%
1689,Moosey,PDF,0.90,Pacific,"['raze', 'yoru', 'viper']",vct-challengers,200.4,0.89,70%,133.5,0.70,0.23,0.16,0.12,23%,12%
1690,Arjunn,AST,0.90,Pacific,"['viper', 'omen']",vct-challengers,190.5,0.84,78%,121.2,0.67,0.35,0.11,0.11,30%,17%
1691,Answerz,(+1),0.90,Pacific,"['killjoy', 'cypher', 'viper']",vct-challengers,185.4,0.88,66%,123.7,0.64,0.20,0.11,0.09,24%,12%
1692,BohKai,Scyt,0.90,Pacific,"['fade', 'gekko']",vct-challengers,157.5,0.71,65%,119.3,0.59,0.18,0.12,0.06,25%,
1693,basbabe,XIA,0.90,Pacific,"['kayo', 'sage', 'viper']",vct-challengers,168.1,0.84,71%,109.0,0.58,0.41,0.07,0.08,24%,15%
1694,Owen,q,0.90,Pacific,"['omen', 'viper', 'brimstone']",vct-challengers,179.6,0.84,68%,120.7,0.63,0.37,0.09,0.08,27%,13%
1695,Seif,YG,0.90,Pacific,"['skye', 'sova', 'gekko']",vct-challengers,181.6,0.81,66%,119.5,0.64,0.31,0.06,0.08,30%,8%
1696,FallX,MEOW,0.89,Pacific,"['raze', 'jett', 'chamber']",vct-challengers,208.4,0.92,61%,141.5,0.73,0.14,0.15,0.20,34%,17%
1697,zeeq,HB,0.89,Pacific,"['killjoy', 'cypher']",vct-challengers,186.0,0.90,62%,124.7,0.68,0.11,0.04,0.09,24%,
1698,Rapheleen,LCR,0.89,Pacific,"['skye', 'raze', 'gekko']",vct-challengers,186.9,0.83,71%,121.2,0.63,0.31,0.09,0.11,16%,14%
1699,Zion,54,0.89,Pacific,['killjoy'],vct-challengers,232.0,0.89,57%,146.3,0.76,0.15,0.09,0.11,28%,13%
1700,REDFOXXX,DOMS,0.89,Pacific,"['skye', 'breach', 'kayo']",vct-challengers,199.8,0.78,59%,125.7,0.63,0.42,0.04,0.16,21%,17%
1701,ESMONDE,KZ,0.89,Pacific,"['omen', 'viper', 'brimstone']",vct-challengers,169.4,0.80,71%,113.8,0.57,0.40,0.05,0.08,22%,18%
1702,PinOcchiOs,SPE,0.89,Pacific,"['gekko', 'breach', 'kayo']",vct-challengers,186.6,0.84,70%,124.1,0.65,0.36,0.07,0.10,25%,16%
1703,vibhoRR,MDL,0.89,Pacific,"['killjoy', 'viper', 'brimstone']",vct-challengers,191.6,0.89,68%,121.2,0.67,0.28,0.09,0.09,23%,16%
1704,Haimerej,AIM,0.89,Pacific,"['killjoy', 'fade', 'viper']",vct-challengers,173.6,0.83,68%,115.1,0.64,0.21,0.06,0.08,33%,17%
1705,bryce,DSG,0.89,Pacific,"['astra', 'killjoy', 'omen']",vct-challengers,165.1,0.82,69%,105.9,0.57,0.34,0.07,0.10,27%,10%
1706,jans0n,RDA,0.89,Pacific,"['gekko', 'cypher', 'breach']",vct-challengers,179.4,0.86,67%,116.2,0.64,0.29,0.08,0.09,27%,7%
1707,Dragy,CNL,0.89,Pacific,"['omen', 'viper', 'yoru']",vct-challengers,185.1,0.83,69%,122.4,0.64,0.39,0.10,0.11,26%,11%
1708,Fuzzie,TEAR,0.89,Pacific,"['sova', 'reyna', 'skye']",vct-challengers,178.3,0.78,70%,120.8,0.60,0.33,0.10,0.08,28%,11%
1709,Repulsive,(+1),0.89,Pacific,"['omen', 'viper', 'brimstone']",vct-challengers,169.1,0.76,73%,109.6,0.55,0.45,0.07,0.08,25%,8%
1710,inf,TM,0.88,Pacific,"['killjoy', 'cypher', 'phoenix']",vct-challengers,183.6,0.91,62%,128.6,0.67,0.13,0.10,0.13,25%,14%
1711,fishball,TDK,0.88,Pacific,"['kayo', 'killjoy']",vct-challengers,186.3,0.85,66%,122.6,0.67,0.33,0.05,0.14,28%,
1712,Chowdy,YG,0.88,Pacific,"['brimstone', 'viper', 'omen']",vct-challengers,173.8,0.79,68%,118.3,0.61,0.32,0.07,0.09,32%,15%
1713,saun,OGS,0.88,Pacific,"['omen', 'breach', 'kayo']",vct-challengers,168.1,0.80,66%,110.5,0.60,0.31,0.09,0.11,27%,27%
1714,Beelloo,20,0.88,Pacific,['killjoy'],vct-challengers,205.0,0.81,70%,167.1,0.65,0.40,0.10,0.10,35%,
1715,Youjun,74,0.88,Pacific,"['fade', 'neon', 'sova']",vct-challengers,213.0,0.81,66%,138.0,0.68,0.20,0.14,0.11,22%,
1716,xZe,SPE,0.88,Pacific,"['jett', 'iso', 'viper']",vct-challengers,182.1,0.82,63%,118.5,0.65,0.23,0.09,0.11,48%,15%
1717,micr0,ZOL,0.88,Pacific,"['skye', 'sova', 'viper']",vct-challengers,163.1,0.80,71%,106.2,0.56,0.38,0.06,0.04,17%,12%
1718,Acetics,SPE,0.88,Pacific,"['sova', 'deadlock', 'fade']",vct-challengers,180.4,0.83,69%,124.4,0.64,0.25,0.08,0.09,35%,12%
1719,Zaps,AES,0.88,Pacific,"['skye', 'sova', 'omen']",vct-challengers,185.3,0.80,63%,131.9,0.62,0.37,0.05,0.06,23%,20%
1720,Bob,Ross,0.88,Pacific,"['omen', 'sova']",vct-challengers,194.5,0.69,68%,127.0,0.64,0.04,0.04,0.04,13%,8%
1721,DOXZ3R,NES,0.88,Pacific,"['omen', 'astra', 'harbor']",vct-challengers,177.5,0.83,66%,121.1,0.62,0.28,0.06,0.08,31%,9%
1722,hypathor,OF,0.88,Pacific,"['viper', 'sova', 'skye']",vct-challengers,168.3,0.81,66%,111.3,0.56,0.35,0.07,0.11,21%,20%
1723,Teddy,(+1),0.88,Pacific,"['killjoy', 'omen', 'raze']",vct-challengers,198.4,0.85,73%,133.8,0.69,0.20,0.11,0.10,32%,17%
1724,Kafka,Ora,0.88,Pacific,"['viper', 'brimstone']",vct-challengers,192.7,0.84,60%,128.8,0.63,0.23,0.08,0.08,21%,
1725,yZkA1,STPL,0.88,Pacific,"['omen', 'reyna', 'breach']",vct-challengers,190.0,0.86,65%,116.9,0.70,0.29,0.04,0.13,28%,
1726,Nhatthong2k,BAAM,0.88,Pacific,"['raze', 'jett']",vct-challengers,198.1,0.88,68%,139.3,0.68,0.17,0.17,0.18,27%,6%
1727,superkata,NES,0.88,Pacific,"['jett', 'neon']",vct-challengers,199.2,0.91,66%,135.9,0.70,0.17,0.20,0.21,29%,18%
1728,Zeus,35,0.87,Pacific,"['raze', 'yoru']",vct-challengers,176.0,0.82,54%,124.2,0.66,0.17,0.03,0.14,20%,
1729,OWEN,TOD,0.87,Pacific,['omen'],vct-challengers,179.0,0.78,58%,132.8,0.63,0.30,0.09,0.13,35%,40%
1730,Bocah,307,0.87,Pacific,"['brimstone', 'omen', 'viper']",vct-challengers,181.3,0.77,64%,121.5,0.60,0.34,0.07,0.08,30%,3%
1731,reeq,CNL,0.87,Pacific,"['fade', 'viper', 'sova']",vct-challengers,185.0,0.80,69%,127.2,0.63,0.30,0.08,0.08,23%,9%
1732,GabbyDiz,Balb,0.87,Pacific,"['omen', 'kayo']",vct-challengers,170.6,0.78,67%,112.3,0.63,0.40,0.03,0.09,27%,4%
1733,Tsanyu,HKUF,0.87,Pacific,"['jett', 'raze']",vct-challengers,208.0,0.79,63%,144.1,0.69,0.20,0.19,0.16,30%,
1734,BMV,BAAM,0.87,Pacific,"['fade', 'harbor', 'sova']",vct-challengers,160.8,0.82,70%,102.0,0.57,0.26,0.04,0.11,28%,7%
1735,Ethan,(+1),0.87,Pacific,"['killjoy', 'cypher', 'fade']",vct-challengers,184.4,0.85,60%,123.1,0.63,0.11,0.10,0.12,31%,
1736,SnapeFPS,34,0.87,Pacific,"['breach', 'fade']",vct-challengers,237.0,0.97,74%,139.2,0.85,0.26,0.09,0.09,29%,
1737,autumN,71,0.87,Pacific,"['fade', 'jett', 'killjoy']",vct-challengers,216.0,0.91,63%,137.5,0.72,0.20,0.15,0.11,22%,17%
1738,persona11,Crac,0.87,Pacific,"['raze', 'jett']",vct-challengers,193.6,0.88,64%,132.1,0.69,0.17,0.12,0.15,20%,13%
1739,BONCE,PDF,0.87,Pacific,"['jett', 'raze', 'yoru']",vct-challengers,212.8,0.88,68%,141.8,0.75,0.14,0.09,0.14,24%,20%
1740,harddora,Beav,0.87,Pacific,"['viper', 'killjoy', 'breach']",vct-challengers,171.9,0.83,63%,116.7,0.60,0.16,0.07,0.13,28%,7%
1741,Pr,Arch,0.87,Pacific,"['viper', 'omen', 'brimstone']",vct-challengers,159.4,0.76,69%,106.4,0.56,0.36,0.04,0.03,22%,24%
1742,SAHARAT,22,0.87,Pacific,['brimstone'],vct-challengers,175.0,0.82,73%,109.6,0.64,0.36,0.00,0.05,44%,33%
1743,Shoutstar,30,0.87,Pacific,"['cypher', 'brimstone']",vct-challengers,212.5,0.74,53%,154.9,0.67,0.17,0.03,0.10,25%,
1744,Kestrel,PDF,0.87,Pacific,"['cypher', 'breach', 'sova']",vct-challengers,177.8,0.85,64%,117.8,0.62,0.14,0.11,0.09,29%,4%
1745,Goliathz,XTM,0.86,Pacific,"['skye', 'chamber']",vct-challengers,179.7,0.83,64%,121.5,0.64,0.33,0.15,0.15,38%,
1746,canady,185,0.86,Pacific,"['raze', 'jett', 'iso']",vct-challengers,199.4,0.86,63%,136.3,0.68,0.18,0.11,0.19,25%,5%
1747,CHIMEI,OF,0.86,Pacific,"['fade', 'kayo', 'breach']",vct-challengers,154.8,0.76,69%,102.9,0.52,0.40,0.04,0.08,20%,12%
1748,Cangshu,(+2),0.86,Pacific,"['neon', 'kayo', 'breach']",vct-challengers,186.9,0.82,69%,122.2,0.65,0.36,0.11,0.10,33%,8%
1749,magicss,ABS,0.86,Pacific,"['kayo', 'viper', 'breach']",vct-challengers,180.6,0.80,61%,126.0,0.63,0.28,0.07,0.13,28%,7%
1750,Kenji,LZE,0.86,Pacific,"['jett', 'kayo', 'raze']",vct-challengers,176.9,0.87,67%,120.3,0.64,0.22,0.09,0.11,34%,11%
1751,wAvE,AST,0.86,Pacific,"['killjoy', 'viper', 'omen']",vct-challengers,193.9,0.87,67%,119.9,0.69,0.24,0.09,0.14,31%,10%
1752,Lock1ng,72,0.86,Pacific,"['viper', 'omen']",vct-challengers,189.3,0.83,64%,123.8,0.68,0.19,0.14,0.04,25%,8%
1753,DizzyFps,MEOW,0.86,Pacific,"['gekko', 'jett', 'sova']",vct-challengers,179.2,0.82,61%,122.3,0.62,0.19,0.08,0.12,31%,18%
1754,D4rf,XIA,0.86,Pacific,"['omen', 'viper', 'astra']",vct-challengers,186.1,0.83,68%,120.6,0.64,0.36,0.07,0.11,27%,6%
1755,Vantage,LAZY,0.86,Pacific,"['omen', 'viper']",vct-challengers,140.0,0.68,65%,102.6,0.49,0.33,0.00,0.05,31%,9%
1756,skillZ,RVNT,0.86,Pacific,"['killjoy', 'cypher', 'viper']",vct-challengers,163.2,0.86,70%,109.3,0.57,0.25,0.07,0.07,26%,14%
1757,Homeboy,63,0.86,Pacific,"['yoru', 'neon']",vct-challengers,181.3,0.85,56%,136.0,0.65,0.22,0.08,0.17,24%,38%
1758,joshh,NG,0.86,Pacific,"['omen', 'killjoy', 'harbor']",vct-challengers,161.1,0.76,69%,108.2,0.58,0.35,0.05,0.07,30%,15%
1759,Mojo,RGE,0.86,Pacific,"['sova', 'breach', 'chamber']",vct-challengers,157.2,0.78,70%,101.8,0.54,0.41,0.07,0.08,22%,17%
1760,Shaun,CKE,0.86,Pacific,"['sage', 'cypher', 'killjoy']",vct-challengers,174.3,0.86,67%,116.0,0.65,0.16,0.08,0.08,24%,9%
1761,vblack,GEEK,0.86,Pacific,"['breach', 'viper', 'kayo']",vct-challengers,180.6,0.82,72%,116.4,0.64,0.43,0.06,0.09,25%,13%
1762,Toy,PDF,0.85,Pacific,"['skye', 'breach', 'gekko']",vct-challengers,165.4,0.86,71%,105.5,0.61,0.31,0.03,0.03,29%,10%
1763,Reality,SPE,0.85,Pacific,"['killjoy', 'cypher', 'viper']",vct-challengers,187.8,0.81,64%,123.3,0.63,0.23,0.10,0.13,24%,10%
1764,JoshS,MEOW,0.85,Pacific,"['fade', 'kayo', 'sova']",vct-challengers,186.0,0.75,68%,122.8,0.62,0.40,0.11,0.08,26%,10%
1765,Obito,64,0.85,Pacific,"['omen', 'brimstone', 'viper']",vct-challengers,177.7,0.74,73%,121.5,0.61,0.36,0.02,0.06,31%,15%
1766,hYperfiction,126,0.85,Pacific,"['jett', 'neon', 'raze']",vct-challengers,223.3,0.83,60%,156.5,0.74,0.18,0.23,0.17,19%,
1767,MERjie,VLTH,0.85,Pacific,"['omen', 'kayo', 'skye']",vct-challengers,170.3,0.78,68%,110.4,0.58,0.36,0.07,0.08,25%,11%
1768,FirstLove,END,0.85,Pacific,"['raze', 'yoru', 'jett']",vct-challengers,189.9,0.78,70%,126.5,0.63,0.22,0.11,0.12,17%,
1769,kayle,KZ,0.85,Pacific,"['cypher', 'brimstone', 'omen']",vct-challengers,173.4,0.84,66%,118.0,0.61,0.23,0.06,0.07,22%,17%
1770,TRIPCIEW,RLF,0.85,Pacific,"['cypher', 'viper', 'omen']",vct-challengers,176.9,0.80,68%,117.2,0.60,0.29,0.07,0.13,31%,17%
1771,shiba,END,0.85,Pacific,"['sova', 'skye', 'viper']",vct-challengers,186.0,0.80,65%,119.2,0.63,0.32,0.08,0.10,24%,9%
1772,natz,AE,0.85,Pacific,"['viper', 'omen', 'brimstone']",vct-challengers,189.1,0.84,65%,123.6,0.66,0.32,0.11,0.13,26%,11%
1773,FrizzNatsz,LCR,0.84,Pacific,"['skye', 'sova', 'gekko']",vct-challengers,172.1,0.75,64%,115.6,0.59,0.25,0.06,0.14,26%,8%
1774,Nay,LFM,0.84,Pacific,"['cypher', 'viper', 'gekko']",vct-challengers,175.5,0.83,64%,119.0,0.65,0.18,0.06,0.08,35%,10%
1775,limitado,DIS,0.84,Pacific,"['viper', 'killjoy', 'skye']",vct-challengers,167.2,0.81,68%,112.3,0.59,0.22,0.05,0.09,29%,15%
1776,Inquisitor,ARC,0.84,Pacific,['omen'],vct-challengers,185.0,0.81,69%,114.6,0.64,0.31,0.15,0.13,24%,20%
1777,yatoro,ETH,0.84,Pacific,"['raze', 'yoru', 'jett']",vct-challengers,174.2,0.77,61%,126.1,0.62,0.21,0.08,0.09,28%,7%
1778,no1syboy,LFM,0.84,Pacific,"['killjoy', 'breach', 'raze']",vct-challengers,178.3,0.83,65%,118.4,0.63,0.21,0.08,0.09,22%,12%
1779,irismonstah,Jogo,0.84,Pacific,"['cypher', 'killjoy', 'viper']",vct-challengers,171.6,0.82,64%,117.1,0.63,0.22,0.10,0.10,30%,16%
1780,ezzy,ACE,0.84,Pacific,"['cypher', 'chamber', 'viper']",vct-challengers,188.3,0.81,57%,125.1,0.67,0.17,0.11,0.17,32%,10%
1781,wstVirginia,DUPG,0.84,Pacific,"['skye', 'viper', 'fade']",vct-challengers,177.5,0.79,63%,123.5,0.63,0.21,0.06,0.11,35%,13%
1782,CHAK,78,0.84,Pacific,"['omen', 'viper']",vct-challengers,188.0,0.77,59%,120.1,0.64,0.22,0.14,0.12,31%,17%
1783,Sovano,APH,0.84,Pacific,"['jett', 'raze', 'iso']",vct-challengers,203.6,0.86,65%,134.6,0.71,0.10,0.14,0.24,28%,7%
1784,N1ER,(+3),0.84,Pacific,"['raze', 'jett', 'reyna']",vct-challengers,197.0,0.84,64%,131.6,0.69,0.16,0.15,0.12,26%,16%
1785,Chaze,Balb,0.84,Pacific,"['skye', 'sova', 'gekko']",vct-challengers,168.2,0.76,70%,112.0,0.57,0.31,0.04,0.05,24%,3%
1786,smudghe,TSY,0.84,Pacific,"['sage', 'cypher', 'fade']",vct-challengers,142.3,0.73,54%,95.5,0.52,0.11,0.03,0.03,28%,14%
1787,SNIPST,Unkn,0.84,Pacific,['cypher'],vct-challengers,176.0,0.86,64%,118.3,0.68,0.07,0.04,0.07,31%,
1788,b3ta,XIA,0.84,Pacific,"['viper', 'omen', 'brimstone']",vct-challengers,177.0,0.80,68%,116.1,0.61,0.35,0.08,0.11,31%,23%
1789,Disease,(+1),0.84,Pacific,"['viper', 'omen', 'breach']",vct-challengers,161.9,0.75,64%,102.1,0.57,0.38,0.03,0.09,24%,14%
1790,Kuro,64,0.84,Pacific,"['phoenix', 'yoru', 'jett']",vct-challengers,188.0,0.83,56%,128.5,0.67,0.28,0.16,0.31,27%,
1791,Orgil,(+3),0.84,Pacific,"['breach', 'sova', 'kayo']",vct-challengers,187.3,0.78,66%,123.0,0.61,0.33,0.10,0.08,32%,19%
1792,daseinzumtode,189,0.83,Pacific,"['brimstone', 'omen']",vct-challengers,150.6,0.73,70%,96.7,0.52,0.47,0.05,0.11,19%,13%
1793,mess1,DOMS,0.83,Pacific,['jett'],vct-challengers,171.7,0.83,63%,109.2,0.61,0.03,0.13,0.18,17%,7%
1794,TTT,64,0.83,Pacific,"['fade', 'cypher', 'sova']",vct-challengers,154.7,0.76,66%,106.5,0.53,0.17,0.05,0.00,30%,18%
1795,Somethai,2K,0.83,Pacific,"['skye', 'killjoy', 'fade']",vct-challengers,179.0,0.82,56%,122.1,0.65,0.22,0.09,0.16,36%,11%
1796,Loco,FOG,0.83,Pacific,"['raze', 'jett']",vct-challengers,222.5,0.93,74%,139.7,0.80,0.11,0.20,0.23,32%,33%
1797,SyKo,PUG,0.83,Pacific,"['sova', 'gekko', 'skye']",vct-challengers,175.9,0.78,68%,117.0,0.60,0.30,0.06,0.11,35%,18%
1798,GunterR,(+2),0.83,Pacific,"['omen', 'viper', 'jett']",vct-challengers,172.5,0.76,67%,117.2,0.57,0.32,0.07,0.09,30%,11%
1799,Jacobbb,Noth,0.83,Pacific,"['cypher', 'killjoy']",vct-challengers,175.6,0.79,68%,116.7,0.63,0.17,0.07,0.06,26%,26%
1800,Me1on,35,0.83,Pacific,"['kayo', 'reyna']",vct-challengers,158.5,0.72,66%,108.1,0.60,0.23,0.06,0.09,33%,
1801,N11,DYG,0.83,Pacific,"['kayo', 'gekko', 'viper']",vct-challengers,171.4,0.80,59%,117.8,0.61,0.19,0.06,0.10,41%,
1802,blackhawk,AR,0.83,Pacific,"['omen', 'breach', 'sova']",vct-challengers,174.4,0.76,66%,113.3,0.60,0.27,0.07,0.09,30%,10%
1803,tbloy,SG,0.83,Pacific,"['reyna', 'raze', 'yoru']",vct-challengers,206.3,0.85,66%,138.5,0.70,0.16,0.16,0.18,22%,12%
1804,Atom200iq,38,0.83,Pacific,"['raze', 'phoenix']",vct-challengers,221.0,0.79,68%,140.8,0.68,0.21,0.03,0.16,22%,
1805,Blaize,SANK,0.83,Pacific,"['killjoy', 'omen', 'breach']",vct-challengers,207.8,0.73,59%,139.4,0.67,0.23,0.09,0.06,23%,
1806,AceStaRRRRR,(+1),0.83,Pacific,"['kayo', 'deadlock', 'omen']",vct-challengers,173.6,0.78,63%,115.8,0.62,0.28,0.06,0.11,27%,10%
1807,aderrr,(+2),0.82,Pacific,"['sage', 'omen', 'cypher']",vct-challengers,176.4,0.73,56%,111.7,0.61,0.19,0.08,0.06,29%,10%
1808,CortezZ,AR,0.82,Pacific,"['omen', 'viper', 'kayo']",vct-challengers,167.8,0.73,66%,110.7,0.59,0.31,0.04,0.09,25%,12%
1809,Rageee,CKE,0.82,Pacific,"['skye', 'cypher', 'fade']",vct-challengers,180.4,0.77,65%,112.2,0.61,0.31,0.04,0.08,31%,9%
1810,ABATMAN,NCG,0.82,Pacific,['cypher'],vct-challengers,166.0,0.89,61%,119.3,0.61,0.14,0.07,0.04,34%,14%
1811,Nix123,59,0.82,Pacific,"['killjoy', 'cypher']",vct-challengers,165.3,0.73,59%,112.3,0.54,0.10,0.14,0.10,22%,
1812,ballow,38,0.82,Pacific,['raze'],vct-challengers,196.5,0.73,71%,144.3,0.63,0.29,0.21,0.21,15%,33%
1813,trash,Devi,0.82,Pacific,['breach'],vct-challengers,174.0,0.74,74%,119.2,0.61,0.42,0.16,0.03,33%,50%
1814,AuloekXD,(+1),0.82,Pacific,"['omen', 'brimstone', 'viper']",vct-challengers,165.5,0.78,66%,110.8,0.58,0.36,0.05,0.07,30%,17%
1815,traNz,PURR,0.82,Pacific,['cypher'],vct-challengers,164.0,0.76,60%,107.6,0.60,0.21,0.09,0.09,47%,11%
1816,Georggyyy,VLT,0.82,Pacific,"['yoru', 'skye', 'jett']",vct-challengers,194.5,0.83,67%,131.7,0.65,0.19,0.13,0.14,27%,38%
1817,LilBOii,MDL,0.82,Pacific,"['raze', 'jett', 'omen']",vct-challengers,178.2,0.75,62%,118.2,0.61,0.19,0.11,0.16,26%,7%
1818,Ri0,TRS,0.82,Pacific,"['sova', 'skye', 'viper']",vct-challengers,162.4,0.74,65%,112.7,0.55,0.26,0.05,0.08,28%,9%
1819,Kel,1MS,0.82,Pacific,"['reyna', 'skye']",vct-challengers,176.5,0.81,75%,113.6,0.63,0.35,0.04,0.13,24%,
1820,Miyu,65,0.82,Pacific,"['raze', 'sage']",vct-challengers,195.0,0.81,69%,124.3,0.66,0.23,0.06,0.11,33%,11%
1821,Frisk,(+1),0.82,Pacific,"['killjoy', 'cypher', 'viper']",vct-challengers,165.1,0.81,64%,111.7,0.60,0.17,0.07,0.08,31%,
1822,Yoyoman,(+2),0.82,Pacific,"['kayo', 'breach', 'raze']",vct-challengers,179.4,0.81,66%,120.2,0.64,0.30,0.09,0.12,25%,11%
1823,KhaimaN,69,0.81,Pacific,"['viper', 'killjoy', 'gekko']",vct-challengers,160.8,0.67,61%,116.3,0.57,0.22,0.06,0.16,26%,25%
1824,capeesha,DOM,0.81,Pacific,"['sova', 'skye']",vct-challengers,190.0,0.82,70%,124.6,0.65,0.23,0.09,0.09,24%,17%
1825,Foods,Jopa,0.81,Pacific,"['raze', 'jett', 'yoru']",vct-challengers,193.3,0.76,59%,130.7,0.65,0.18,0.16,0.14,26%,13%
1826,devashhessh,35,0.81,Pacific,"['deadlock', 'omen']",vct-challengers,194.5,0.77,63%,139.7,0.66,0.20,0.09,0.11,30%,25%
1827,HydraKid,AVN,0.81,Pacific,"['omen', 'reyna', 'viper']",vct-challengers,175.1,0.70,68%,117.7,0.56,0.39,0.09,0.11,25%,12%
1828,weber,(+1),0.81,Pacific,"['kayo', 'skye', 'sova']",vct-challengers,168.4,0.79,64%,114.1,0.59,0.30,0.07,0.11,30%,17%
1829,BE,KBLD,0.81,Pacific,"['skye', 'omen', 'sova']",vct-challengers,147.9,0.80,66%,98.2,0.57,0.24,0.07,0.09,40%,25%
1830,ayman,BZE,0.81,Pacific,"['jett', 'raze', 'sova']",vct-challengers,202.3,0.78,64%,138.2,0.67,0.20,0.15,0.23,20%,17%
